id,label,burstiness,perplexity,ttr
0,ai,-0.5585077097673146,36.20104417772452,0.8979591836734694
1,ai,-0.7326467951996166,58.74087682106447,0.9473684210526315
2,human,-0.8726063392410714,31.089528297320697,0.9607843137254902
3,ai,-0.7385989359443359,49.21848781151361,0.9459459459459459
4,human,-0.6638512792931206,32.51825904274941,0.9333333333333333
5,human,-0.6337726833786373,38.02370647418024,0.92
6,ai,-0.5351003103442766,49.243477120686215,0.8936170212765957
7,human,-0.9038414840244332,40.62573494707112,0.9423076923076923
8,ai,-0.7175587371759696,54.68295789039099,0.9487179487179487
9,human,-0.8614481466011765,41.43065053306213,0.9433962264150944
10,human,-0.7396352383982046,26.798835898115005,0.8936170212765957
11,ai,-0.7175587371759696,48.974101538190084,0.9487179487179487
12,human,-0.6337726833786373,30.88967753206825,0.92
13,human,-0.7396352383982046,29.374205918718637,0.8936170212765957
14,human,-0.6638512792931206,35.0067131162973,0.9333333333333333
15,human,-0.9132148136699026,32.70155743323322,0.96
16,ai,-0.5585077097673146,34.403323446834214,0.8979591836734694
17,ai,-0.4767993495182074,44.570232867358165,0.9574468085106383
18,ai,-0.858113772977023,29.0510271488648,0.9523809523809523
19,ai,-0.5590375815769152,45.3435037843445,0.9333333333333333
20,human,-0.7958202558096364,30.99774385571988,0.9433962264150944
21,human,-0.7396352383982046,26.389429278865073,0.8936170212765957
22,ai,-0.43560998595367484,51.88581401125131,0.9130434782608695
23,ai,-0.4767993495182074,40.649307651040175,0.9574468085106383
24,human,-0.7483894499815031,25.27495672102905,0.8979591836734694
25,ai,-0.7326467951996166,54.87012998470114,0.9473684210526315
26,human,-0.6127132726154952,28.02240128554291,0.9148936170212766
27,ai,-0.43560998595367484,47.358547291444964,0.9130434782608695
28,ai,-0.8149143284724015,29.51778130626661,0.9534883720930233
29,human,-0.7396352383982046,31.98291502350032,0.8936170212765957
30,ai,-0.5585077097673146,34.28078520455841,0.8775510204081632
31,human,-0.9038414840244332,45.37488738942939,0.9615384615384616
32,ai,-0.7385989359443359,46.18582045387477,0.9459459459459459
33,human,-0.7396352383982046,27.95373742874213,0.8936170212765957
34,ai,-0.4561312930237591,52.39120867447185,0.9583333333333334
35,human,-0.6337726833786373,31.050956288510395,0.92
36,human,-0.8614481466011765,36.14845919051796,0.9622641509433962
37,ai,-0.43560998595367484,49.75536616819301,0.9130434782608695
38,human,-0.6638512792931206,25.75390272666474,0.9333333333333333
39,human,-0.7481178400896534,25.967443151354296,0.8958333333333334
40,ai,-0.5585077097673146,35.035711649464275,0.8979591836734694
41,human,-0.6558075292778649,27.636005051961508,0.9183673469387755
42,human,-0.6638512792931206,28.78861816296051,0.9333333333333333
43,human,-0.6638512792931206,35.90061831155152,0.9111111111111111
44,human,-0.6337726833786373,31.050956288510395,0.92
45,ai,-0.43560998595367484,45.62186626838689,0.9130434782608695
46,human,-0.8330899725008386,30.65394729663487,0.9615384615384616
47,human,-0.6638512792931206,33.371726393999815,0.9111111111111111
48,human,-0.6337726833786373,37.33032694980779,0.92
49,human,-0.7396352383982046,26.389429278865073,0.8936170212765957
50,human,-0.9498632180413361,41.12704701140402,0.9607843137254902
51,ai,-0.8149143284724015,28.926151835820548,0.9534883720930233
52,ai,-0.4561312930237591,52.39120867447185,0.9583333333333334
53,human,-0.6638512792931206,35.93281598903057,0.9333333333333333
