id,label,burstiness,perplexity,ttr
0,ai,-0.4767993495182074,44.9465087926937,0.9574468085106383
1,ai,-0.5169455025556666,46.788672646948065,0.9512195121951219
2,human,-0.4471333139271713,37.81851925914989,0.9117647058823529
3,ai,-0.6007122198899609,32.650824984081474,0.925
4,human,-0.5741822891363464,57.96629146770622,0.9166666666666666
5,human,-0.5283430843781198,27.255047239460033,0.9487179487179487
6,ai,-0.7326467951996166,56.42959717624958,0.9473684210526315
7,human,-0.6638512792931206,35.93281598903057,0.9333333333333333
8,ai,-0.45622504477267967,30.931485589486474,0.9285714285714286
9,human,-0.6337726833786373,31.050956288510395,0.92
10,human,-0.5283430843781198,27.255047239460033,0.9487179487179487
11,ai,-0.43560998595367484,45.62186626838689,0.9130434782608695
12,human,-0.8330899725008386,28.5988053066343,0.9615384615384616
13,human,-0.39358970447589864,56.43974230184578,0.9117647058823529
14,human,-0.5539569161599349,48.616204885107656,0.8536585365853658
15,human,-0.5326719550695509,23.696820912275804,0.868421052631579
16,ai,-0.5274647128043773,33.29932982803454,0.8888888888888888
17,ai,-0.6666666666666666,93.8517208261843,0.9565217391304348
18,ai,-0.43560998595367484,55.1123146754226,0.9130434782608695
19,ai,-0.5585077097673146,36.20104417772452,0.8979591836734694
20,human,-0.5435481332825713,25.597192108315152,0.8648648648648649
21,human,-0.6111111111111112,95.46003842294985,0.8888888888888888
22,ai,-0.4767993495182074,44.45056022572707,0.9574468085106383
23,ai,-0.9317039518211216,43.0481530020606,1.0
24,human,-0.5283430843781198,23.651513637763543,0.9487179487179487
25,ai,-0.56,22.398906191286756,0.8571428571428571
26,human,-0.5135322955712422,25.13094896088211,0.9512195121951219
27,ai,-0.56,21.32278685226858,0.8571428571428571
28,ai,-0.7385989359443359,49.21848781151361,0.9459459459459459
29,human,-0.5283430843781198,25.163294900544813,0.9487179487179487
30,ai,-0.5527553442577194,47.57231827937586,0.9487179487179487
31,human,-0.5555555555555556,91.28030885165184,0.7407407407407407
32,ai,-0.5384615384615384,22.27225157001379,0.8611111111111112
33,human,-0.5283430843781198,27.255047239460033,0.9487179487179487
34,ai,-0.9317039518211216,43.0481530020606,1.0
35,human,-0.6111111111111112,125.51204781270971,0.8888888888888888
36,human,-0.8726063392410714,34.43730632274402,0.9607843137254902
37,ai,-0.4920186796577933,30.780498175661027,0.896551724137931
38,human,-0.5741822891363464,49.231174551008976,0.9166666666666666
39,human,-0.35,179.56477784498352,1.0
40,ai,-0.43560998595367484,51.06498470186288,0.8913043478260869
41,human,-0.5555555555555556,91.28030885165184,0.7407407407407407
42,human,-0.5485298475578907,51.882164829677265,0.9142857142857143
43,human,-0.4471333139271713,39.53014182637637,0.9117647058823529
44,human,-0.5839389697610656,29.44131859776257,0.85
45,ai,-0.7326467951996166,60.97436961626202,0.9473684210526315
46,human,-0.24536104398367245,188.97636817490664,0.9285714285714286
47,human,-0.3684210526315789,254.34048912769208,1.0
48,human,-0.6638512792931206,33.18331077126497,0.9333333333333333
49,human,-0.5283430843781198,27.255047239460033,0.9487179487179487
50,human,-0.5485298475578907,46.21931874298161,0.9142857142857143
51,ai,-0.5909809396423219,26.453739787433047,0.9285714285714286
52,ai,-0.45622504477267967,29.321713696938236,0.9285714285714286
53,human,-0.2727272727272727,80.22485149407912,0.9629629629629629
54,ai,-0.7326467951996166,54.87012998470114,0.9473684210526315
55,human,-0.5527553442577194,33.94374836889784,0.8461538461538461
56,ai,-0.5110900875548036,34.51594576766017,0.8928571428571429
57,human,-0.6127132726154952,34.126944466658344,0.9148936170212766
58,human,-0.9038414840244332,39.587693322993026,0.9615384615384616
59,human,-0.5741822891363464,48.85748891192045,0.9166666666666666
60,human,-0.6638512792931206,38.46460816962858,0.9111111111111111
61,ai,-0.43560998595367484,49.75536616819301,0.9130434782608695
62,ai,-0.4920186796577933,42.52521843015323,0.896551724137931
63,human,-0.7231069809092957,25.26800967571611,0.8913043478260869
64,human,-0.6381261136590722,28.669935427732316,0.9347826086956522
65,human,-0.9132148136699026,32.246327767457906,0.96
66,ai,-0.49749451146650797,42.44222218251014,0.9743589743589743
67,ai,-0.2643341679886753,23.16115032930107,0.7435897435897436
68,ai,-0.45622504477267967,40.483070134889104,0.9285714285714286
69,human,-0.43997942939004153,49.11688902327994,0.9142857142857143
70,ai,-0.8818084488864106,44.661298139658484,1.0
71,human,-0.6638512792931206,38.46460816962858,0.9111111111111111
72,human,-0.8614481466011765,41.43065053306213,0.9433962264150944
73,human,-0.8330899725008386,28.5988053066343,0.9615384615384616
74,ai,-0.7333333333333333,85.26337465463614,0.9583333333333334
75,ai,-0.7175587371759696,64.97045007767403,0.9230769230769231
76,ai,-0.2643341679886753,26.974013858460754,0.7435897435897436
77,ai,-0.2643341679886753,28.26788354376816,0.7435897435897436
78,human,-0.9038414840244332,38.14895354172296,0.9615384615384616
79,ai,-0.5454545454545454,21.961566684814226,0.96875
80,human,-0.23054001344898817,233.85191477928475,0.9333333333333333
81,human,-0.5527553442577194,30.700413191531847,0.8461538461538461
82,ai,-0.5548139242770622,34.590657512561826,0.9
83,ai,-0.5527553442577194,57.8357820507052,0.9487179487179487
84,ai,-0.5714285714285714,24.819328261247612,0.967741935483871
85,human,-0.5223734670438179,24.98436017840723,0.95
86,ai,-0.6,26.833264592538498,0.9666666666666667
87,ai,-0.5585077097673146,34.28078520455841,0.8775510204081632
88,human,-0.6381261136590722,32.928687373079846,0.9347826086956522
89,human,-0.5243725608976577,46.194134928233936,0.85
