id,label,burstiness,perplexity,ttr
0,1,-0.42919876488566344,6.877249854304526,0.35185185185185186
1,1,-0.5627201777316934,26.992110627613528,0.5614754098360656
2,0,-0.381685206944373,26.43593463609809,0.344294003868472
3,1,-0.5423142621852917,6.574437104633692,0.4166666666666667
4,0,-0.37814027179675336,15.038656402162392,0.29981718464351004
5,0,-0.4419600100419594,19.491534436935574,0.4205607476635514
6,1,-0.5179133400484764,8.092221423292722,0.4178272980501393
7,0,-0.1757857983815951,79.28653632275483,0.5551470588235294
8,1,-0.35579704423653286,12.510239036695618,0.4563953488372093
9,0,-0.3623501048301687,22.153537461949703,0.3458333333333333
10,0,-0.4217053801696833,18.57402566941392,0.26104417670682734
11,1,-0.42218786424831756,6.398150770473173,0.4943820224719101
12,0,-0.40137385184423857,48.34615700544806,0.3939393939393939
13,0,-0.5508090462987837,34.99907712975208,0.3890784982935154
14,0,-0.41450106920696583,33.756835172935666,0.38653846153846155
15,0,-0.35875994529685984,47.5702540574975,0.4867549668874172
16,1,-0.4811055473078314,5.8402799553639,0.2994652406417112
17,1,-0.4582355348787436,9.842901692459263,0.4316546762589928
18,1,-0.35485926658356554,6.555565281114076,0.3115942028985507
19,1,-0.5525471418782686,8.784967823288989,0.41767068273092367
20,0,-0.3387867811200645,30.10087161506939,0.40924092409240925
21,0,-0.4601877475873215,22.99627729207305,0.4759036144578313
22,1,-0.526235039264176,5.41675535941026,0.36104513064133015
23,1,-0.5099743210558356,5.437207257634688,0.4033412887828162
24,0,-0.5191554371243086,25.91582343089307,0.4128113879003559
25,1,-0.36441501274246374,11.734393859965671,0.43646408839779005
26,0,-0.4143051365857334,15.504777983343756,0.31702544031311153
27,1,-0.5135484308940995,6.170485294465848,0.3542234332425068
28,1,-0.5770622952739042,27.225042500991822,0.5721925133689839
29,0,-0.29607377737645796,15.389195999329502,0.312280701754386
30,1,-0.36440550036608865,9.598121038897343,0.36942675159235666
31,0,-0.413226284557681,24.052815906215216,0.4257703081232493
32,1,-0.6413895815834253,11.527451012902645,0.4962962962962963
33,0,-0.43356184499413836,62.50677101315929,0.46557377049180326
34,1,-0.5353620593141717,26.046860222688434,0.5
35,0,-0.3483987696727741,55.71701669024499,0.31845238095238093
36,0,-0.47147121771468925,39.8518941151234,0.4713804713804714
37,1,-0.4052324915582082,8.161159179595593,0.32044198895027626
38,0,-0.44716095692504376,22.87126643738772,0.39823008849557523
39,0,-0.4347423855541756,16.82231004199574,0.351931330472103
40,1,-0.5492171841144602,8.728581316635221,0.4234875444839858
41,0,-0.6104398561814951,15.470939072504363,0.2679245283018868
42,0,-0.36286409878973885,11.664720637113923,0.2769485903814262
43,0,-0.27838003421509305,32.48926041488704,0.27532777115613827
44,0,-0.4990568528234026,27.0429403315824,0.20359281437125748
45,1,-0.5402368963228374,5.862432277369411,0.3608490566037736
46,0,-0.310321558604849,24.114921795807344,0.4433566433566434
47,0,-0.5376298911138574,14.876713729073602,0.4419889502762431
48,0,-0.557447645505855,23.116288534000713,0.3142857142857143
49,0,-0.4451292935590018,29.311627648010187,0.33756345177664976
50,0,-0.32739456800074995,23.707032232355065,0.44814814814814813
51,1,-0.6496689435685697,11.217937792812075,0.44776119402985076
52,1,-0.4901182769214352,7.996409314291308,0.2637889688249401
53,0,-0.4058234019810516,67.80149234060165,0.468013468013468
54,1,-0.4344373359686987,9.666644882346885,0.5207547169811321
55,0,-0.36078067019100984,87.23964953750247,0.4032258064516129
56,1,-0.3387047008684298,9.153897585856637,0.4011299435028249
57,0,-0.4033845802725209,8.572211193219497,0.22980251346499103
58,0,-0.4468270107975419,34.34854232301069,0.48261758691206547
59,0,-0.4931284941825152,14.72057152913834,0.39712918660287083
60,0,-0.3732475013188788,17.347313659933683,0.43523316062176165
61,1,-0.5670633794047901,15.247656097165924,0.6220472440944882
62,1,-0.4744611662237222,6.581603552492104,0.4375
63,0,-0.4726386882840436,21.10270106494148,0.31024930747922436
64,0,-0.28103871642703915,27.36632648692348,0.45871559633027525
65,0,-0.3271093594376656,35.48863259726851,0.4409937888198758
66,1,-0.5942455382014831,9.060010658402124,0.4253246753246753
67,1,-0.6555160110353834,5.7961238536424196,0.35967302452316074
68,1,-0.5805248590597915,5.542128435457223,0.36363636363636365
69,0,-0.28907225110974466,34.51387206078443,0.42857142857142855
70,1,-0.3077550766593188,11.055179231318265,0.27294685990338163
71,0,-0.26730217885465507,37.69436602949935,0.5330739299610895
72,0,-0.29857276610182526,21.841555755221364,0.3198090692124105
73,0,-0.46017650819332395,59.1924697962416,0.46311475409836067
74,1,-0.529133583363323,6.0370073984496155,0.3407960199004975
75,1,-0.5718546136798971,6.902951947832138,0.35
76,1,-0.5163665225455347,5.257349907714815,0.37349397590361444
77,1,-0.546722331681794,7.061200758276845,0.4174757281553398
78,0,-0.3771336969817006,43.26305064351699,0.434640522875817
79,1,-0.49246948522081985,10.12662066114273,0.45645645645645644
80,0,-0.21622131680982015,41.47235598144864,0.34810126582278483
81,0,-0.42582023287891135,18.872768450329346,0.35403726708074534
82,1,-0.21420231817831104,9.973252212701098,0.46786632390745503
83,1,-0.6597465555174773,20.109097088688554,0.5511363636363636
84,1,-0.4298005193075242,9.088815588822035,0.5167785234899329
85,0,-0.2830949867559957,55.655837760238,0.49658314350797267
86,1,-0.5593072571745475,6.6417027135619335,0.3877005347593583
87,1,-0.264618222402165,12.189487177812968,0.4065281899109792
88,0,-0.5738708063737361,30.23016956267893,0.39400428265524623
89,0,-0.33796515415352424,21.265230216465184,0.4755244755244755
90,1,-0.4986825831938052,8.307041898979028,0.4260869565217391
91,1,-0.6371001663637617,7.059526694667464,0.35240963855421686
92,0,-0.13360619526826037,29.71170286872615,0.3822314049586777
93,1,-0.48078939533671977,4.61626289553716,0.31839622641509435
94,0,-0.4966375122120243,27.877078829657478,0.2961240310077519
95,1,-0.6303051475134347,24.586043759012483,0.5797101449275363
96,1,-0.5380715266565944,6.413334663742409,0.35537190082644626
97,1,-0.29077270857038084,8.984028579532508,0.35978835978835977
98,1,-0.46668854171789664,6.855964767799441,0.382051282051282
99,0,-0.38216752532416176,28.22713169579489,0.48226950354609927
100,1,-0.40768447438731975,5.867641070097281,0.3746397694524496
101,0,-0.313234776579411,17.133046458999097,0.31962025316455694
102,0,-0.4262301881688657,15.526955108346248,0.27450980392156865
103,0,-0.6468703782586402,24.97278892141619,0.38333333333333336
104,0,-0.41487228220605005,25.272691039339644,0.3145424836601307
105,0,-0.3853020351500832,55.92460584226362,0.42323651452282157
106,0,-0.41372089773632115,23.264371385608726,0.35456475583864117
107,0,-0.49172985424421367,29.903946604989702,0.32247557003257327
108,1,-0.5628506510410389,6.737982184236344,0.4094488188976378
